
SetupTitle, POS SET EXT-BJT [B-0.64V ICC-1m] TE 1.2 V
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absI
TestParameter, Function.User.Unit, A
TestParameter, Function.User.Definition, abs(I_TE)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V_TE
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absI
TestParameter, Output.Graph.YAxis.Scale, Log
TestParameter, Output.Graph.YAxis.Bottom, 0
TestParameter, Output.Graph.YAxis.Top, 1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/29/2020 20:01:28
MetaData, TestRecord.TestTarget, S45-NW-D20-ExtBJT VB:0.64V
MetaData, TestRecord.IterationIndex, 6
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 4f41ee29-ccaf-4a6b-98a1-1ff125a0dc60
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V_TE
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1.2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absI
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-13
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 2.0833333333333335
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.61111111111111116
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 2.0833333333333335
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.61111111111111116
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 2.0833333333333335
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.61111111111111116
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 2.0833333333333335
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.61111111111111116
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 2.0833333333333335
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.61111111111111116
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR, Name=V_TE, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=1.2 V, Step=10 mV, No. of Steps=121, Compliance=1 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU4:HR, Name=V_G, Source Mode=V, Source=640 mV, Compliance=100 uA	[CONSTANTS] Unit=SMU3:HR, Name=V_BE, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0.5	5
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, POS SET EXT-BJT [B-0.64V ICC-1m] TE 1.2 V
Dimension1, 242, 242, 242
Dimension2, 1, 1, 1
DataName, V_TE, I_TE, absI
DataValue, 0, -8.300000000000001E-13, 8.300000000000001E-13
DataValue, 0.01, 5.0000000000000005E-12, 5.0000000000000005E-12
DataValue, 0.02, 7.92E-12, 7.92E-12
DataValue, 0.030000000000000002, 1.2230000000000001E-11, 1.2230000000000001E-11
DataValue, 0.04, 1.4670000000000003E-11, 1.4670000000000003E-11
DataValue, 0.05, 2.0130000000000002E-11, 2.0130000000000002E-11
DataValue, 0.060000000000000005, 2.194E-11, 2.194E-11
DataValue, 0.07, 2.835E-11, 2.835E-11
DataValue, 0.08, 3.069E-11, 3.069E-11
DataValue, 0.090000000000000011, 3.8330000000000005E-11, 3.8330000000000005E-11
DataValue, 0.1, 1.7690000000000002E-11, 1.7690000000000002E-11
DataValue, 0.11, 4.5130000000000003E-11, 4.5130000000000003E-11
DataValue, 0.12000000000000001, 4.7460000000000003E-11, 4.7460000000000003E-11
DataValue, 0.13, 5.4610000000000006E-11, 5.4610000000000006E-11
DataValue, 0.14, 5.925E-11, 5.925E-11
DataValue, 0.15, 6.542E-11, 6.542E-11
DataValue, 0.16, 6.747E-11, 6.747E-11
DataValue, 0.17, 8.051E-11, 8.051E-11
DataValue, 0.18000000000000002, 7.2470000000000009E-11, 7.2470000000000009E-11
DataValue, 0.19, 8.93E-11, 8.93E-11
DataValue, 0.2, 9.567E-11, 9.567E-11
DataValue, 0.21000000000000002, 1.0351000000000001E-10, 1.0351000000000001E-10
DataValue, 0.22, 1.0847000000000001E-10, 1.0847000000000001E-10
DataValue, 0.23, 1.1144E-10, 1.1144E-10
DataValue, 0.24000000000000002, 1.1811000000000002E-10, 1.1811000000000002E-10
DataValue, 0.25, 1.2444E-10, 1.2444E-10
DataValue, 0.26, 1.2021000000000002E-10, 1.2021000000000002E-10
DataValue, 0.27, 1.3977E-10, 1.3977E-10
DataValue, 0.28, 1.4724E-10, 1.4724E-10
DataValue, 0.29000000000000004, 1.5556E-10, 1.5556E-10
DataValue, 0.3, 1.6267000000000002E-10, 1.6267000000000002E-10
DataValue, 0.31, 1.6937E-10, 1.6937E-10
DataValue, 0.32, 1.9005E-10, 1.9005E-10
DataValue, 0.33, 2.2071E-10, 2.2071E-10
DataValue, 0.34, 7.8482E-09, 7.8482E-09
DataValue, 0.35000000000000003, 8.7669E-09, 8.7669E-09
DataValue, 0.36000000000000004, 8.237E-09, 8.237E-09
DataValue, 0.37, 1.6022E-09, 1.6022E-09
DataValue, 0.38, 9.242E-10, 9.242E-10
DataValue, 0.39, 1.1383E-09, 1.1383E-09
DataValue, 0.4, 5.8186E-09, 5.8186E-09
DataValue, 0.41000000000000003, 4.1061E-09, 4.1061E-09
DataValue, 0.42000000000000004, 1.235E-05, 1.235E-05
DataValue, 0.43, 1.2364E-05, 1.2364E-05
DataValue, 0.44, 1.2458E-05, 1.2458E-05
DataValue, 0.45, 1.2574E-05, 1.2574E-05
DataValue, 0.46, 1.2638E-05, 1.2638E-05
DataValue, 0.47000000000000003, 1.2696E-05, 1.2696E-05
DataValue, 0.48000000000000004, 1.2798E-05, 1.2798E-05
DataValue, 0.49000000000000005, 1.2846E-05, 1.2846E-05
DataValue, 0.5, 1.291E-05, 1.291E-05
DataValue, 0.51, 1.2990000000000001E-05, 1.2990000000000001E-05
DataValue, 0.52, 1.3064E-05, 1.3064E-05
DataValue, 0.53, 1.3126000000000001E-05, 1.3126000000000001E-05
DataValue, 0.54, 1.3192E-05, 1.3192E-05
DataValue, 0.55, 1.3264E-05, 1.3264E-05
DataValue, 0.56, 1.3350000000000001E-05, 1.3350000000000001E-05
DataValue, 0.57000000000000006, 1.3576E-05, 1.3576E-05
DataValue, 0.58000000000000007, 1.365E-05, 1.365E-05
DataValue, 0.59000000000000008, 1.3692E-05, 1.3692E-05
DataValue, 0.6, 1.3778000000000001E-05, 1.3778000000000001E-05
DataValue, 0.61, 1.3842E-05, 1.3842E-05
DataValue, 0.62, 1.3958000000000001E-05, 1.3958000000000001E-05
DataValue, 0.63, 1.4024E-05, 1.4024E-05
DataValue, 0.64, 1.4088000000000001E-05, 1.4088000000000001E-05
DataValue, 0.65, 1.4166000000000001E-05, 1.4166000000000001E-05
DataValue, 0.66, 1.4226E-05, 1.4226E-05
DataValue, 0.67, 1.432E-05, 1.432E-05
DataValue, 0.68, 1.4386E-05, 1.4386E-05
DataValue, 0.69000000000000006, 1.447E-05, 1.447E-05
DataValue, 0.70000000000000007, 1.4552E-05, 1.4552E-05
DataValue, 0.71000000000000008, 1.4608E-05, 1.4608E-05
DataValue, 0.72000000000000008, 1.4684E-05, 1.4684E-05
DataValue, 0.73, 1.4772E-05, 1.4772E-05
DataValue, 0.74, 1.4836E-05, 1.4836E-05
DataValue, 0.75, 1.4908E-05, 1.4908E-05
DataValue, 0.76, 1.4986E-05, 1.4986E-05
DataValue, 0.77, 1.5056000000000001E-05, 1.5056000000000001E-05
DataValue, 0.78, 1.513E-05, 1.513E-05
DataValue, 0.79, 1.5216000000000001E-05, 1.5216000000000001E-05
DataValue, 0.8, 1.5286E-05, 1.5286E-05
DataValue, 0.81, 1.5368E-05, 1.5368E-05
DataValue, 0.82000000000000006, 1.5438E-05, 1.5438E-05
DataValue, 0.83000000000000007, 1.549E-05, 1.549E-05
DataValue, 0.84000000000000008, 1.5584000000000002E-05, 1.5584000000000002E-05
DataValue, 0.85000000000000009, 1.5636E-05, 1.5636E-05
DataValue, 0.86, 1.5714E-05, 1.5714E-05
DataValue, 0.87, 1.5796E-05, 1.5796E-05
DataValue, 0.88, 1.5896E-05, 1.5896E-05
DataValue, 0.89, 1.5992000000000002E-05, 1.5992000000000002E-05
DataValue, 0.9, 1.6068E-05, 1.6068E-05
DataValue, 0.91, 1.615E-05, 1.615E-05
DataValue, 0.92, 1.6184E-05, 1.6184E-05
DataValue, 0.93, 1.6246E-05, 1.6246E-05
DataValue, 0.94000000000000006, 1.633E-05, 1.633E-05
DataValue, 0.95000000000000007, 1.6474000000000002E-05, 1.6474000000000002E-05
DataValue, 0.96000000000000008, 1.656E-05, 1.656E-05
DataValue, 0.97000000000000008, 1.6644000000000002E-05, 1.6644000000000002E-05
DataValue, 0.98000000000000009, 1.6736E-05, 1.6736E-05
DataValue, 0.9900000000000001, 1.6828000000000002E-05, 1.6828000000000002E-05
DataValue, 1, 1.6912E-05, 1.6912E-05
DataValue, 1.01, 1.698E-05, 1.698E-05
DataValue, 1.02, 1.7042E-05, 1.7042E-05
DataValue, 1.03, 1.711E-05, 1.711E-05
DataValue, 1.04, 1.721E-05, 1.721E-05
DataValue, 1.05, 1.727E-05, 1.727E-05
DataValue, 1.06, 1.7372E-05, 1.7372E-05
DataValue, 1.07, 1.7458E-05, 1.7458E-05
DataValue, 1.08, 1.7546E-05, 1.7546E-05
DataValue, 1.09, 1.7622000000000002E-05, 1.7622000000000002E-05
DataValue, 1.1, 1.7702E-05, 1.7702E-05
DataValue, 1.11, 1.7788E-05, 1.7788E-05
DataValue, 1.12, 1.7872E-05, 1.7872E-05
DataValue, 1.1300000000000001, 1.7944E-05, 1.7944E-05
DataValue, 1.1400000000000001, 1.804E-05, 1.804E-05
DataValue, 1.1500000000000001, 1.8124E-05, 1.8124E-05
DataValue, 1.1600000000000001, 1.8246E-05, 1.8246E-05
DataValue, 1.1700000000000002, 1.8338E-05, 1.8338E-05
DataValue, 1.1800000000000002, 1.8398E-05, 1.8398E-05
DataValue, 1.19, 1.851E-05, 1.851E-05
DataValue, 1.2, 1.861E-05, 1.861E-05
DataValue, 1.2, 1.864E-05, 1.864E-05
DataValue, 1.19, 1.8560000000000002E-05, 1.8560000000000002E-05
DataValue, 1.1800000000000002, 1.8456E-05, 1.8456E-05
DataValue, 1.1700000000000002, 1.8334E-05, 1.8334E-05
DataValue, 1.1600000000000001, 1.8254000000000002E-05, 1.8254000000000002E-05
DataValue, 1.1500000000000001, 1.8198E-05, 1.8198E-05
DataValue, 1.1400000000000001, 1.8118000000000002E-05, 1.8118000000000002E-05
DataValue, 1.1300000000000001, 1.8018E-05, 1.8018E-05
DataValue, 1.12, 1.7938E-05, 1.7938E-05
DataValue, 1.11, 1.7876E-05, 1.7876E-05
DataValue, 1.1, 1.778E-05, 1.778E-05
DataValue, 1.09, 1.7650000000000002E-05, 1.7650000000000002E-05
DataValue, 1.08, 1.7536E-05, 1.7536E-05
DataValue, 1.07, 1.7484E-05, 1.7484E-05
DataValue, 1.06, 1.7402E-05, 1.7402E-05
DataValue, 1.05, 1.7294E-05, 1.7294E-05
DataValue, 1.04, 1.7208000000000002E-05, 1.7208000000000002E-05
DataValue, 1.03, 1.7104E-05, 1.7104E-05
DataValue, 1.02, 1.6942E-05, 1.6942E-05
DataValue, 1.01, 1.6842E-05, 1.6842E-05
DataValue, 1, 1.6792E-05, 1.6792E-05
DataValue, 0.9900000000000001, 1.6678000000000002E-05, 1.6678000000000002E-05
DataValue, 0.98000000000000009, 1.6558E-05, 1.6558E-05
DataValue, 0.97000000000000008, 1.6400000000000002E-05, 1.6400000000000002E-05
