
SetupTitle, ExtFET - POS SET - VG-1.52V - TE-3.5 24u
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absITE
TestParameter, Function.User.Unit, A
TestParameter, Function.User.Definition, abs(I_TE)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V_TE
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absITE
TestParameter, Output.Graph.YAxis.Scale, Log
TestParameter, Output.Graph.YAxis.Bottom, 0
TestParameter, Output.Graph.YAxis.Top, 1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, Output.List.Data, V1, I2abs
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/14/2020 20:30:44
MetaData, TestRecord.TestTarget, InGaAs_1_W_BE_FijiHfO2_NW-G05
MetaData, TestRecord.IterationIndex, 85
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 264beb53-a1c7-47d8-91d3-6781260465cd
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V_TE
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 3.5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absITE
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-12
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 1.4285714285714286
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 1.4285714285714286
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 1.4285714285714286
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 1.4285714285714286
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 1.4285714285714286
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR, Name=V_TE, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=3.5 V, Step=10 mV, No. of Steps=351, Compliance=24 uA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU4:HR, Name=V_BE, Source Mode=V, Source=0 V, Compliance=100 mA	[CONSTANTS] Unit=SMU3:HR, Name=V_G, Source Mode=V, Source=1.52 V, Compliance=100 uA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, V1, I2abs
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ExtFET - POS SET - VG-1.52V - TE-3.5 24u
Dimension1, 702, 702, 702, 702, 702
Dimension2, 1, 1, 1, 1, 1
DataName, V_TE, I_TE, absITE, V1, I2abs
DataValue, 0, -7.65E-12, 7.65E-12, , 
DataValue, 0.01, 2.6083E-10, 2.6083E-10, , 
DataValue, 0.02, 4.9100000000000006E-10, 4.9100000000000006E-10, , 
DataValue, 0.03, 7.781200000000001E-10, 7.781200000000001E-10, , 
DataValue, 0.04, 1.0283E-09, 1.0283E-09, , 
DataValue, 0.05, 1.3362E-09, 1.3362E-09, , 
DataValue, 0.06, 1.6727E-09, 1.6727E-09, , 
DataValue, 0.07, 1.9827E-09, 1.9827E-09, , 
DataValue, 0.08, 2.3622E-09, 2.3622E-09, , 
DataValue, 0.09, 2.7011E-09, 2.7011E-09, , 
DataValue, 0.1, 3.1846E-09, 3.1846E-09, , 
DataValue, 0.11, 3.6605E-09, 3.6605E-09, , 
DataValue, 0.12, 4.2239E-09, 4.2239E-09, , 
DataValue, 0.13, 4.8716E-09, 4.8716E-09, , 
DataValue, 0.14, 5.7087E-09, 5.7087E-09, , 
DataValue, 0.15, 7.5583E-09, 7.5583E-09, , 
DataValue, 0.16, 7.5116E-09, 7.5116E-09, , 
DataValue, 0.17, 8.8237E-09, 8.8237E-09, , 
DataValue, 0.18, 1.04614E-08, 1.04614E-08, , 
DataValue, 0.19, 1.1717399999999998E-08, 1.1717399999999998E-08, , 
DataValue, 0.2, 1.1817199999999998E-08, 1.1817199999999998E-08, , 
DataValue, 0.21, 1.02222E-08, 1.02222E-08, , 
DataValue, 0.22, 1.2544799999999998E-08, 1.2544799999999998E-08, , 
DataValue, 0.23, 1.2611399999999998E-08, 1.2611399999999998E-08, , 
DataValue, 0.24, 1.4280199999999999E-08, 1.4280199999999999E-08, , 
DataValue, 0.25, 1.603E-08, 1.603E-08, , 
DataValue, 0.26, 2.2744999999999996E-08, 2.2744999999999996E-08, , 
DataValue, 0.27, 2.6095199999999997E-08, 2.6095199999999997E-08, , 
DataValue, 0.28, 2.8331799999999998E-08, 2.8331799999999998E-08, , 
DataValue, 0.29, 3.12954E-08, 3.12954E-08, , 
DataValue, 0.3, 1.3184999999999999E-08, 1.3184999999999999E-08, , 
DataValue, 0.31, 1.0399199999999999E-08, 1.0399199999999999E-08, , 
DataValue, 0.32, 6.7579E-09, 6.7579E-09, , 
DataValue, 0.33, 1.8149199999999997E-08, 1.8149199999999997E-08, , 
DataValue, 0.34, 2.2362999999999996E-08, 2.2362999999999996E-08, , 
DataValue, 0.35000000000000003, 2.1138199999999998E-08, 2.1138199999999998E-08, , 
DataValue, 0.36, 2.3034199999999997E-08, 2.3034199999999997E-08, , 
DataValue, 0.37, 1.618E-08, 1.618E-08, , 
DataValue, 0.38, 1.4763399999999998E-08, 1.4763399999999998E-08, , 
DataValue, 0.39, 1.6636599999999997E-08, 1.6636599999999997E-08, , 
DataValue, 0.4, 2.7690999999999996E-08, 2.7690999999999996E-08, , 
DataValue, 0.41000000000000003, 2.2972199999999996E-08, 2.2972199999999996E-08, , 
DataValue, 0.42, 1.8446E-08, 1.8446E-08, , 
DataValue, 0.43, 2.0197399999999997E-08, 2.0197399999999997E-08, , 
DataValue, 0.44, 2.2559799999999997E-08, 2.2559799999999997E-08, , 
DataValue, 0.45, 2.12284E-08, 2.12284E-08, , 
DataValue, 0.46, 2.3183999999999998E-08, 2.3183999999999998E-08, , 
DataValue, 0.47000000000000003, 1.1099399999999999E-08, 1.1099399999999999E-08, , 
DataValue, 0.48, 1.1649199999999998E-08, 1.1649199999999998E-08, , 
DataValue, 0.49, 1.2087199999999999E-08, 1.2087199999999999E-08, , 
DataValue, 0.5, 1.2236199999999999E-08, 1.2236199999999999E-08, , 
DataValue, 0.51, 1.2662799999999998E-08, 1.2662799999999998E-08, , 
DataValue, 0.52, 1.3183399999999998E-08, 1.3183399999999998E-08, , 
DataValue, 0.53, 1.3471399999999999E-08, 1.3471399999999999E-08, , 
DataValue, 0.54, 1.3862999999999998E-08, 1.3862999999999998E-08, , 
DataValue, 0.55, 1.4752799999999999E-08, 1.4752799999999999E-08, , 
DataValue, 0.56, 1.4569399999999998E-08, 1.4569399999999998E-08, , 
DataValue, 0.57000000000000006, 1.53158E-08, 1.53158E-08, , 
DataValue, 0.58, 1.49174E-08, 1.49174E-08, , 
DataValue, 0.59, 1.5491399999999998E-08, 1.5491399999999998E-08, , 
DataValue, 0.6, 1.5421999999999997E-08, 1.5421999999999997E-08, , 
DataValue, 0.61, 1.67868E-08, 1.67868E-08, , 
DataValue, 0.62, 2.08756E-08, 2.08756E-08, , 
DataValue, 0.63, 2.26288E-08, 2.26288E-08, , 
DataValue, 0.64, 2.2475599999999997E-08, 2.2475599999999997E-08, , 
DataValue, 0.65, 2.2274399999999997E-08, 2.2274399999999997E-08, , 
DataValue, 0.66, 2.60754E-08, 2.60754E-08, , 
DataValue, 0.67, 3.0101999999999994E-08, 3.0101999999999994E-08, , 
DataValue, 0.68, 3.0085399999999996E-08, 3.0085399999999996E-08, , 
DataValue, 0.69000000000000006, 2.82076E-08, 2.82076E-08, , 
DataValue, 0.70000000000000007, 2.8096999999999997E-08, 2.8096999999999997E-08, , 
DataValue, 0.71, 3.01766E-08, 3.01766E-08, , 
DataValue, 0.72, 3.07492E-08, 3.07492E-08, , 
DataValue, 0.73, 3.14502E-08, 3.14502E-08, , 
DataValue, 0.74, 3.3551999999999995E-08, 3.3551999999999995E-08, , 
DataValue, 0.75, 3.4635E-08, 3.4635E-08, , 
DataValue, 0.76, 3.7133E-08, 3.7133E-08, , 
DataValue, 0.77, 3.5469199999999996E-08, 3.5469199999999996E-08, , 
DataValue, 0.78, 4.0872599999999996E-08, 4.0872599999999996E-08, , 
DataValue, 0.79, 4.6351599999999995E-08, 4.6351599999999995E-08, , 
DataValue, 0.8, 4.7858199999999995E-08, 4.7858199999999995E-08, , 
DataValue, 0.81, 3.5035999999999997E-07, 3.5035999999999997E-07, , 
DataValue, 0.82000000000000006, 1.6296E-07, 1.6296E-07, , 
DataValue, 0.83000000000000007, 5.5061799999999996E-08, 5.5061799999999996E-08, , 
DataValue, 0.84, 5.7648199999999992E-08, 5.7648199999999992E-08, , 
DataValue, 0.85, 6.45442E-08, 6.45442E-08, , 
DataValue, 0.86, 8.7617799999999987E-08, 8.7617799999999987E-08, , 
DataValue, 0.87, 9.1486799999999993E-08, 9.1486799999999993E-08, , 
DataValue, 0.88, 9.45938E-08, 9.45938E-08, , 
DataValue, 0.89, 8.198E-08, 8.198E-08, , 
DataValue, 0.9, 1.0004E-07, 1.0004E-07, , 
DataValue, 0.91, 8.1563799999999991E-08, 8.1563799999999991E-08, , 
DataValue, 0.92, 8.37464E-08, 8.37464E-08, , 
DataValue, 0.93, 9.5164199999999989E-08, 9.5164199999999989E-08, , 
DataValue, 0.94000000000000006, 9.02966E-08, 9.02966E-08, , 
DataValue, 0.95000000000000007, 1.0890579999999999E-07, 1.0890579999999999E-07, , 
DataValue, 0.96, 5.86228E-08, 5.86228E-08, , 
DataValue, 0.97, 4.2552199999999994E-08, 4.2552199999999994E-08, , 
DataValue, 0.98, 4.5135399999999995E-08, 4.5135399999999995E-08, , 
DataValue, 0.99, 4.50368E-08, 4.50368E-08, , 
DataValue, 1, 4.69508E-08, 4.69508E-08, , 
DataValue, 1.01, 4.72362E-08, 4.72362E-08, , 
DataValue, 1.02, 4.8836199999999992E-08, 4.8836199999999992E-08, , 
DataValue, 1.03, 5.0391399999999993E-08, 5.0391399999999993E-08, , 
DataValue, 1.04, 5.2292199999999994E-08, 5.2292199999999994E-08, , 
DataValue, 1.05, 3.882E-08, 3.882E-08, , 
DataValue, 1.06, 1.648E-08, 1.648E-08, , 
DataValue, 1.07, 3.6913599999999994E-08, 3.6913599999999994E-08, , 
DataValue, 1.08, 1.19168E-08, 1.19168E-08, , 
DataValue, 1.09, 1.29878E-08, 1.29878E-08, , 
DataValue, 1.1, 1.3100399999999998E-08, 1.3100399999999998E-08, , 
DataValue, 1.11, 1.3111599999999998E-08, 1.3111599999999998E-08, , 
DataValue, 1.12, 1.332E-08, 1.332E-08, , 
DataValue, 1.1300000000000001, 1.3531599999999998E-08, 1.3531599999999998E-08, , 
DataValue, 1.1400000000000001, 1.32246E-08, 1.32246E-08, , 
DataValue, 1.1500000000000001, 1.3220999999999998E-08, 1.3220999999999998E-08, , 
DataValue, 1.16, 1.2579399999999998E-08, 1.2579399999999998E-08, , 
DataValue, 1.17, 1.2954399999999998E-08, 1.2954399999999998E-08, , 
DataValue, 1.18, 1.4668199999999999E-08, 1.4668199999999999E-08, , 
DataValue, 1.19, 1.56176E-08, 1.56176E-08, , 
DataValue, 1.2, 1.3481999999999998E-08, 1.3481999999999998E-08, , 
DataValue, 1.21, 1.25514E-08, 1.25514E-08, , 
DataValue, 1.22, 1.8774799999999997E-08, 1.8774799999999997E-08, , 
DataValue, 1.23, 1.75234E-08, 1.75234E-08, , 
